user_sequence,challenge
11102_11,CI23663
11102_12,CI24530
11102_13,CI24968
11107_11,CI26175
11107_12,CI26211
11107_13,CI26217
11108_11,CI26170
11108_12,CI26160
11108_13,CI26161
11109_11,CI24522
11109_12,CI23764
11109_13,CI24917
11112_11,CI23856
11112_12,CI25140
11112_13,CI25732
11113_11,CI27049
11113_12,CI27030
11113_13,CI27031
11114_11,CI26170
11114_12,CI26173
11114_13,CI26174
11115_11,CI26175
11115_12,CI26170
11115_13,CI26174
11116_11,CI23663
11116_12,CI25140
11116_13,CI24917
11119_11,CI26175
11119_12,CI26173
11119_13,CI26217
11123_11,CI26211
11123_12,CI26919
11123_13,CI26905
11125_11,CI26930
11125_12,CI26919
11125_13,CI26922
11128_11,CI26910
11128_12,CI26173
11128_13,CI26217
11131_11,CI26910
11131_12,CI26211
11131_13,CI26902
11132_11,CI23856
11132_12,CI25140
11132_13,CI24917
11135_11,CI23714
11135_12,CI23856
11135_13,CI23855
11144_11,CI27030
11144_12,CI27031
11144_13,CI27031
11147_11,CI26175
11147_12,CI26173
11147_13,CI26161
11149_11,CI24530
11149_12,CI23663
11149_13,CI24917
11154_11,CI28568
11154_12,CI28582
11154_13,CI28569
11155_11,CI24868
11155_12,CI24917
11155_13,CI24968
11156_11,CI28568
11156_12,CI28582
11156_13,CI28567
11160_11,CI23714
11160_12,CI25175
11160_13,CI24968
11168_11,CI26216
11168_12,CI26160
11168_13,CI26217
11173_11,CI23714
11173_12,CI26054
11173_13,CI24917
11174_11,CI23663
11174_12,CI24530
11174_13,CI24968
11175_11,CI24527
11175_12,CI24522
11175_13,CI23855
11178_11,CI24860
11178_12,CI25140
11178_13,CI24968
11180_11,CI26910
11180_12,CI26919
11180_13,CI26908
11182_11,CI26165
11182_12,CI26160
11182_13,CI26157
11183_11,CI26055
11183_12,CI26054
11183_13,CI24968
11184_11,CI23663
11184_12,CI23856
11184_13,CI23855
11186_11,CI25175
11186_12,CI25140
11186_13,CI24917
11187_11,CI26170
11187_12,CI26160
11187_13,CI26217
11188_11,CI25769
11188_12,CI25140
11188_13,CI24917
11195_11,CI24530
11195_12,CI24206
11195_13,CI24868
11203_11,CI26915
11203_12,CI27957
11203_13,CI26902
11204_11,CI28571
11204_12,CI28568
11204_13,CI28567
11206_11,CI26175
11206_12,CI26173
11206_13,CI26174
11207_11,CI24206
11207_12,CI24522
11207_13,CI24917
11210_11,CI23714
11210_12,CI24530
11210_13,CI24968
11213_11,CI26175
11213_12,CI26160
11213_13,CI26217
11214_11,CI24530
11214_12,CI24257
11214_13,CI24917
11218_11,CI26910
11218_12,CI26160
11218_13,CI26217
11219_11,CI24937
11219_12,CI25052
11219_13,CI24917
11223_11,CI26175
11223_12,CI26211
11223_13,CI26221
11224_11,CI26175
11224_12,CI26170
11224_13,CI26161
11228_11,CI28568
11228_12,CI28582
11228_13,CI28569
11231_11,CI25074
11231_12,CI25058
11231_13,CI24917
11233_11,CI26910
11233_12,CI26211
11233_13,CI26902
11234_11,CI23714
11234_12,CI24522
11234_13,CI23855
11243_11,CI24527
11243_12,CI24868
11243_13,CI24968
11244_11,CI23663
11244_12,CI25140
11244_13,CI24917
11245_11,CI26877
11245_12,CI26867
11245_13,CI26161
11251_11,CI24530
11251_12,CI23663
11251_13,CI23856
11252_11,CI23663
11252_12,CI26054
11252_13,CI24917
11254_11,CI26170
11254_12,CI26160
11254_13,CI26217
11255_11,CI27648
11255_12,CI27662
11255_13,CI27662
11257_11,CI23663
11257_12,CI24952
11257_13,CI24968
11262_11,CI24522
11262_12,CI24522
11262_13,CI24917
11266_11,CI25175
11266_12,CI24868
11266_13,CI24917
11267_11,CI27049
11267_12,CI26181
11267_13,CI27050
11268_11,CI23663
11268_12,CI23856
11268_13,CI28567
11269_11,CI28568
11269_12,CI28582
11269_13,CI28569
11270_11,CI24522
11270_12,CI24868
11270_13,CI24968
11272_11,CI24880
11272_12,CI24868
11272_13,CI23855
11273_11,CI26950
11273_12,CI26945
11273_13,CI26953
11279_11,CI26910
11279_12,CI26173
11279_13,CI26217
11283_11,CI26918
11283_12,CI26160
11283_13,CI26217
11286_11,CI24530
11286_12,CI25140
11286_13,CI24968
11289_11,CI25175
11289_12,CI23663
11289_13,CI25175
11293_11,CI23663
11293_12,CI26054
11293_13,CI24968
11294_11,CI27666
11294_12,CI27669
11294_13,CI27679
11295_11,CI26910
11295_12,CI26173
11295_13,CI26221
11296_11,CI23663
11296_12,CI24522
11296_13,CI23855
11297_11,CI26918
11297_12,CI26919
11297_13,CI26911
11299_11,CI26910
11299_12,CI26170
11299_13,CI26217
11301_11,CI26950
11301_12,CI26945
11301_13,CI26953
11302_11,CI24257
11302_12,CI24868
11302_13,CI23855
11303_11,CI23714
11303_12,CI25528
11303_13,CI24917
11305_11,CI26910
11305_12,CI26173
11305_13,CI26174
11309_11,CI26918
11309_12,CI26919
11309_13,CI26922
11310_11,CI26910
11310_12,CI26160
11310_13,CI26221
11311_11,CI26192
11311_12,CI26191
11311_13,CI26181
11313_11,CI24257
11313_12,CI25140
11313_13,CI24968
11314_11,CI23663
11314_12,CI24868
11314_13,CI24968
11334_11,CI23714
11334_12,CI24942
11334_13,CI24917
11337_11,CI24633
11337_12,CI27365
11337_13,CI24461
11338_11,CI26950
11338_12,CI26945
11338_13,CI26953
11339_11,CI23663
11339_12,CI23784
11339_13,CI24917
11341_11,CI23714
11341_12,CI25140
11341_13,CI24968
11343_11,CI26910
11343_12,CI26173
11343_13,CI26174
11344_11,CI26910
11344_12,CI26160
11344_13,CI26217
11345_11,CI26910
11345_12,CI26211
11345_13,CI26161
11349_11,CI26165
11349_12,CI26211
11349_13,CI26161
11351_11,CI25509
11351_12,CI24527
11351_13,CI24522
11352_11,CI23714
11352_12,CI23856
11352_13,CI23855
11356_11,CI26950
11356_12,CI26945
11356_13,CI26953
11357_11,CI23663
11357_12,CI24868
11357_13,CI24968
11358_11,CI26828
11358_12,CI26824
11358_13,CI26824
11359_11,CI26828
11359_12,CI26824
11359_13,CI26824
11360_11,CI24530
11360_12,CI24868
11360_13,CI24968
11361_11,CI26950
11361_12,CI26945
11361_13,CI26939
11362_11,CI26948
11362_12,CI26950
11362_13,CI26953
11363_11,CI27662
11363_12,CI27669
11363_13,CI27667
11365_11,CI23663
11365_12,CI26054
11365_13,CI24917
11366_11,CI26211
11366_12,CI26160
11366_13,CI26174
11367_11,CI24349
11367_12,CI25140
11367_13,CI24917
11374_11,CI24868
11374_12,CI24522
11374_13,CI24917
11376_11,CI26175
11376_12,CI26173
11376_13,CI26174
11377_11,CI25501
11377_12,CI25339
11377_13,CI24267
11379_11,CI28571
11379_12,CI28568
11379_13,CI28567
11380_11,CI26175
11380_12,CI26170
11380_13,CI26221
11382_11,CI23663
11382_12,CI24868
11382_13,CI24968
11385_11,CI23714
11385_12,CI26055
11385_13,CI24917
11387_11,CI28579
11387_12,CI28568
11387_13,CI28569
11389_11,CI26175
11389_12,CI26211
11389_13,CI26161
11391_11,CI23714
11391_12,CI24530
11391_13,CI23855
11396_11,CI26170
11396_12,CI26160
11396_13,CI26217
11397_11,CI26211
11397_12,CI26160
11397_13,CI26161
11399_11,CI26175
11399_12,CI26170
11399_13,CI26174
11400_11,CI26910
11400_12,CI26211
11400_13,CI26217
11410_11,CI26165
11410_12,CI26211
11410_13,CI26221
11412_11,CI26910
11412_12,CI26211
11412_13,CI26902
11414_11,CI26948
11414_12,CI26950
11414_13,CI26939
11415_11,CI26930
11415_12,CI26170
11415_13,CI26174
11418_11,CI24530
11418_12,CI23663
11418_13,CI24917
11425_11,CI26950
11425_12,CI26945
11425_13,CI26939
11429_11,CI23856
11429_12,CI24522
11429_13,CI24917
11435_11,CI26170
11435_12,CI26160
11435_13,CI26174
11436_11,CI26173
11436_12,CI26160
11436_13,CI26217
11440_11,CI24522
11440_12,CI24522
11440_13,CI24917
11441_11,CI28582
11441_12,CI28568
11441_13,CI28569
11444_11,CI24530
11444_12,CI24461
11444_13,CI23855
11447_11,CI23663
11447_12,CI24530
11447_13,CI24917
11448_11,CI24937
11448_12,CI25052
11448_13,CI24917
11449_11,CI23663
11449_12,CI25140
11449_13,CI24968
11453_11,CI23663
11453_12,CI24952
11453_13,CI24968
11458_11,CI24868
11458_12,CI23878
11458_13,CI24917
11459_11,CI26930
11459_12,CI26867
11459_13,CI26174
11460_11,CI24530
11460_12,CI24868
11460_13,CI24917
11461_11,CI26175
11461_12,CI26211
11461_13,CI26217
11467_11,CI28571
11467_12,CI28582
11467_13,CI28569
11468_11,CI23714
11468_12,CI28568
11468_13,CI28567
11470_11,CI24860
11470_12,CI25140
11470_13,CI24917
11471_11,CI23663
11471_12,CI23856
11471_13,CI23855
11472_11,CI26175
11472_12,CI26211
11472_13,CI26217
11475_11,CI23714
11475_12,CI27749
11475_13,CI24917
11478_11,CI24530
11478_12,CI23663
11478_13,CI24917
11479_11,CI24530
11479_12,CI24522
11479_13,CI23855
11485_11,CI23856
11485_12,CI24522
11485_13,CI24917
11486_11,CI26175
11486_12,CI26211
11486_13,CI26161
11487_11,CI23663
11487_12,CI26054
11487_13,CI28567
11489_11,CI27679
11489_12,CI27667
11489_13,CI27662
11490_11,CI28568
11490_12,CI28582
11490_13,CI28569
11496_11,CI26170
11496_12,CI26160
11496_13,CI26161
11499_11,CI24530
11499_12,CI24868
11499_13,CI24917
11501_11,CI28571
11501_12,CI28568
11501_13,CI28567
11503_11,CI24952
11503_12,CI24206
11503_13,CI24917
11506_11,CI26175
11506_12,CI26170
11506_13,CI26217
11511_11,CI23714
11511_12,CI23856
11511_13,CI24917
11514_11,CI24937
11514_12,CI24936
11514_13,CI24942
11518_11,CI26910
11518_12,CI26173
11518_13,CI26217
11519_11,CI28184
11519_12,CI28184
11519_13,CI28176
11520_11,CI28568
11520_12,CI28582
11520_13,CI28569
11522_11,CI26160
11522_12,CI26160
11522_13,CI26217
11527_11,CI26211
11527_12,CI26160
11527_13,CI26217
11530_11,CI25052
11530_12,CI24942
11530_13,CI24917
11531_11,CI27669
11531_12,CI27662
11531_13,CI27648
11533_11,CI27652
11533_12,CI27667
11533_13,CI27662
11534_11,CI26165
11534_12,CI26160
11534_13,CI26217
11537_11,CI27669
11537_12,CI27667
11537_13,CI27662
11540_11,CI24937
11540_12,CI25052
11540_13,CI24917
11543_11,CI27033
11543_12,CI27030
11543_13,CI27031
11544_11,CI28568
11544_12,CI28582
11544_13,CI28567
11548_11,CI27669
11548_12,CI27667
11548_13,CI27662
11556_11,CI23663
11556_12,CI23856
11556_13,CI24917
11557_11,CI26211
11557_12,CI26922
11557_13,CI26922
11559_11,CI28568
11559_12,CI28582
11559_13,CI28569
11562_11,CI26910
11562_12,CI26211
11562_13,CI26217
11570_11,CI23774
11570_12,CI24246
11570_13,CI24972
11572_11,CI27669
11572_12,CI27648
11572_13,CI26221
11575_11,CI26910
11575_12,CI26160
11575_13,CI26217
11579_11,CI23663
11579_12,CI23856
11579_13,CI24917
11582_11,CI26173
11582_12,CI26160
11582_13,CI26217
11583_11,CI23663
11583_12,CI25140
11583_13,CI24917
11584_11,CI27033
11584_12,CI27030
11584_13,CI27031
11585_11,CI23663
11585_12,CI24868
11585_13,CI24917
11587_11,CI26175
11587_12,CI26173
11587_13,CI26174
11589_11,CI26216
11589_12,CI26160
11589_13,CI26902
11590_11,CI26175
11590_12,CI26160
11590_13,CI26217
11592_11,CI23714
11592_12,CI24206
11592_13,CI24968
11594_11,CI26175
11594_12,CI26170
11594_13,CI26174
11599_11,CI23663
11599_12,CI24522
11599_13,CI24917
11601_11,CI26910
11601_12,CI26170
11601_13,CI26217
11604_11,CI26918
11604_12,CI26919
11604_13,CI26911
11614_11,CI24530
11614_12,CI26054
11614_13,CI24968
11615_11,CI27794
11615_12,CI27789
11615_13,CI27781
11620_11,CI26175
11620_12,CI26173
11620_13,CI26174
11622_11,CI28582
11622_12,CI28569
11622_13,CI28567
11623_11,CI26945
11623_12,CI26939
11623_13,CI26953
11624_11,CI23714
11624_12,CI25140
11624_13,CI24968
11629_11,CI25052
11629_12,CI24917
11629_13,CI24917
11631_11,CI23714
11631_12,CI24530
11631_13,CI24968
11634_11,CI24868
11634_12,CI24868
11634_13,CI25732
11636_11,CI24461
11636_12,CI24461
11636_13,CI24917
11637_11,CI26170
11637_12,CI26160
11637_13,CI26217
11640_11,CI24867
11640_12,CI25140
11640_13,CI24968
11641_11,CI27811
11641_12,CI27781
11641_13,CI26922
11642_11,CI23663
11642_12,CI25058
11642_13,CI24917
11643_11,CI25769
11643_12,CI25769
11643_13,CI27414
11645_11,CI23714
11645_12,CI24522
11645_13,CI24968
11646_11,CI26170
11646_12,CI26160
11646_13,CI26161
11647_11,CI24952
11647_12,CI24206
11647_13,CI24968
11648_11,CI26910
11648_12,CI26173
11648_13,CI26217
11649_11,CI26170
11649_12,CI26160
11649_13,CI26174
11650_11,CI26910
11650_12,CI26170
11650_13,CI26221
11654_11,CI24530
11654_12,CI23663
11654_13,CI24522
11656_11,CI26918
11656_12,CI26919
11656_13,CI26905
11661_11,CI26172
11661_12,CI26173
11661_13,CI26174
11669_11,CI26175
11669_12,CI26211
11669_13,CI26221
11670_11,CI23663
11670_12,CI25054
11670_13,CI24917
11673_11,CI26918
11673_12,CI26919
11673_13,CI26911
11675_11,CI28571
11675_12,CI28568
11675_13,CI28567
11678_11,CI23714
11678_12,CI28568
11678_13,CI28567
11679_11,CI26877
11679_12,CI26173
11679_13,CI26217
11680_11,CI26170
11680_12,CI26160
11680_13,CI26217
11684_11,CI27749
11684_12,CI27749
11684_13,CI24917
11685_11,CI25074
11685_12,CI24461
11685_13,CI24436
11690_11,CI27749
11690_12,CI25119
11690_13,CI24917
11691_11,CI28568
11691_12,CI28582
11691_13,CI28569
11696_11,CI25930
11696_12,CI24522
11696_13,CI24917
11698_11,CI24530
11698_12,CI24522
11698_13,CI24917
11707_11,CI26175
11707_12,CI26173
11707_13,CI26174
11714_11,CI23663
11714_12,CI24868
11714_13,CI24968
11722_11,CI26175
11722_12,CI26211
11722_13,CI26174
11723_11,CI26388
11723_12,CI24522
11723_13,CI24917
11725_11,CI23855
11725_12,CI25119
11725_13,CI25140
11726_11,CI23663
11726_12,CI24522
11726_13,CI24917
11732_11,CI27669
11732_12,CI27648
11732_13,CI27662
11734_11,CI23663
11734_12,CI24522
11734_13,CI24968
11737_11,CI26216
11737_12,CI26170
11737_13,CI26902
11745_11,CI23855
11745_12,CI23663
11745_13,CI28567
11746_11,CI26918
11746_12,CI26919
11746_13,CI26922
11747_11,CI28568
11747_12,CI28582
11747_13,CI28567
11753_11,CI26175
11753_12,CI26211
11753_13,CI26174
11754_11,CI23714
11754_12,CI24530
11754_13,CI23663
11756_11,CI26170
11756_12,CI26160
11756_13,CI26174
11758_11,CI26910
11758_12,CI26160
11758_13,CI26217
11762_11,CI24530
11762_12,CI24860
11762_13,CI24968
11764_11,CI27648
11764_12,CI27662
11764_13,CI27662
11767_11,CI26216
11767_12,CI26221
11767_13,CI26217
11769_11,CI26910
11769_12,CI26173
11769_13,CI26217
11771_11,CI26877
11771_12,CI26211
11771_13,CI26902
11772_11,CI23663
11772_12,CI24461
11772_13,CI23855
11775_11,CI23663
11775_12,CI25140
11775_13,CI24968
11776_11,CI23714
11776_12,CI25119
11776_13,CI24917
11777_11,CI24530
11777_12,CI23663
11777_13,CI23855
11783_11,CI26170
11783_12,CI26160
11783_13,CI26174
11791_11,CI26173
11791_12,CI26160
11791_13,CI26217
11792_11,CI28571
11792_12,CI28568
11792_13,CI28569
11794_11,CI23663
11794_12,CI24868
11794_13,CI24917
11800_11,CI28568
11800_12,CI28582
11800_13,CI28567
11803_11,CI23714
11803_12,CI23856
11803_13,CI24917
11807_11,CI23714
11807_12,CI25140
11807_13,CI24917
11808_11,CI28568
11808_12,CI28582
11808_13,CI28569
11809_11,CI23714
11809_12,CI23663
11809_13,CI23855
11813_11,CI26165
11813_12,CI26170
11813_13,CI26221
11815_11,CI28571
11815_12,CI28568
11815_13,CI28567
11824_11,CI23855
11824_12,CI25140
11824_13,CI24917
11825_11,CI26175
11825_12,CI26211
11825_13,CI26174
11832_11,CI24530
11832_12,CI24868
11832_13,CI23855
11834_11,CI28568
11834_12,CI28582
11834_13,CI28569
11836_11,CI27001
11836_12,CI27000
11836_13,CI26995
11839_11,CI23663
11839_12,CI28568
11839_13,CI24917
11842_11,CI26873
11842_12,CI26934
11842_13,CI26905
11843_11,CI27049
11843_12,CI27030
11843_13,CI27031
11844_11,CI26170
11844_12,CI26160
11844_13,CI26174
11845_11,CI28041
11845_12,CI23855
11845_13,CI23855
11846_11,CI26175
11846_12,CI26160
11846_13,CI26217
11854_11,CI26918
11854_12,CI26173
11854_13,CI26221
11855_11,CI26175
11855_12,CI26170
11855_13,CI26217
11858_11,CI25353
11858_12,CI25769
11858_13,CI27957
11860_11,CI26175
11860_12,CI26877
11860_13,CI26221
11862_11,CI23714
11862_12,CI26388
11862_13,CI24917
11865_11,CI26216
11865_12,CI26160
11865_13,CI26902
11868_11,CI24530
11868_12,CI25119
11868_13,CI24968
11874_11,CI23714
11874_12,CI24530
11874_13,CI24917
11879_11,CI26910
11879_12,CI26170
11879_13,CI26217
11880_11,CI26910
11880_12,CI26160
11880_13,CI26157
11882_11,CI23763
11882_12,CI23705
11882_13,CI24917
11884_11,CI28568
11884_12,CI28582
11884_13,CI28569
11886_11,CI23855
11886_12,CI25175
11886_13,CI25140
11894_11,CI23663
11894_12,CI24868
11894_13,CI28567
11895_11,CI24917
11895_12,CI27667
11895_13,CI26221
11900_11,CI28568
11900_12,CI28582
11900_13,CI28569
11901_11,CI27049
11901_12,CI26181
11901_13,CI27050
11902_11,CI26910
11902_12,CI26160
11902_13,CI26217
11905_11,CI26950
11905_12,CI26945
11905_13,CI26953
11906_11,CI26221
11906_12,CI26211
11906_13,CI26217
11909_11,CI26948
11909_12,CI26950
11909_13,CI26953
11910_11,CI26910
11910_12,CI26170
11910_13,CI26217
11911_11,CI24530
11911_12,CI23663
11911_13,CI23856
11914_11,CI24868
11914_12,CI24263
11914_13,CI24968
11917_11,CI26175
11917_12,CI26211
11917_13,CI26221
11920_11,CI27811
11920_12,CI27781
11920_13,CI27781
11922_11,CI23688
11922_12,CI24206
11922_13,CI24917
11924_11,CI23663
11924_12,CI26054
11924_13,CI24968
11926_11,CI23663
11926_12,CI24522
11926_13,CI24917
11928_11,CI26948
11928_12,CI26950
11928_13,CI26953
11934_11,CI26175
11934_12,CI26877
11934_13,CI26221
11935_11,CI24914
11935_12,CI24952
11935_13,CI24968
11937_11,CI26918
11937_12,CI26919
11937_13,CI26911
11938_11,CI26170
11938_12,CI26160
11938_13,CI26217
11945_11,CI26175
11945_12,CI26170
11945_13,CI26217
11954_11,CI26918
11954_12,CI26919
11954_13,CI26922
11956_11,CI27790
11956_12,CI27794
11956_13,CI27789
11957_11,CI27648
11957_12,CI27662
11957_13,CI27662
11958_11,CI26172
11958_12,CI26211
11958_13,CI26902
11959_11,CI26160
11959_12,CI26160
11959_13,CI26217
11961_11,CI26211
11961_12,CI26919
11961_13,CI26908
11962_11,CI28042
11962_12,CI28924
11962_13,CI28567
11964_11,CI26175
11964_12,CI26173
11964_13,CI26174
11965_11,CI26172
11965_12,CI26910
11965_13,CI26217
11966_11,CI26961
11966_12,CI26950
11966_13,CI26939
11971_11,CI26945
11971_12,CI26939
11971_13,CI24917
11981_11,CI24868
11981_12,CI24868
11981_13,CI24917
11982_11,CI23663
11982_12,CI24868
11982_13,CI24917
11983_11,CI23663
11983_12,CI23856
11983_13,CI24917
11985_11,CI26216
11985_12,CI26160
11985_13,CI26902
11989_11,CI23663
11989_12,CI24952
11989_13,CI24968
11991_11,CI23663
11991_12,CI24522
11991_13,CI24917
11992_11,CI26173
11992_12,CI26160
11992_13,CI26217
11994_11,CI23663
11994_12,CI24868
11994_13,CI24968
11996_11,CI26918
11996_12,CI26919
11996_13,CI26902
11998_11,CI23714
11998_12,CI25140
11998_13,CI24968
11999_11,CI26211
11999_12,CI26160
11999_13,CI26161
12001_11,CI26221
12001_12,CI26211
12001_13,CI26217
12002_11,CI26918
12002_12,CI26919
12002_13,CI26905
12004_11,CI26216
12004_12,CI26172
12004_13,CI26902
12005_11,CI26950
12005_12,CI26945
12005_13,CI26953
12008_11,CI26948
12008_12,CI26950
12008_13,CI26939
12011_11,CI25140
12011_12,CI25140
12011_13,CI24917
12012_11,CI23663
12012_12,CI24868
12012_13,CI23855
12016_11,CI26388
12016_12,CI23813
12016_13,CI24917
12017_11,CI26211
12017_12,CI26160
12017_13,CI26902
12022_11,CI23663
12022_12,CI24868
12022_13,CI24917
12023_11,CI27811
12023_12,CI27781
12023_13,CI27781
12027_11,CI26910
12027_12,CI26160
12027_13,CI26217
12030_11,CI26196
12030_12,CI26198
12030_13,CI26181
12032_11,CI23714
12032_12,CI23856
12032_13,CI24968
12033_11,CI26175
12033_12,CI26170
12033_13,CI26221
12037_11,CI23663
12037_12,CI24952
12037_13,CI24972
12038_11,CI26170
12038_12,CI26160
12038_13,CI26217
12040_11,CI24530
12040_12,CI24108
12040_13,CI23776
12051_11,CI27789
12051_12,CI27781
12051_13,CI27781
12054_11,CI27781
12054_12,CI27794
12054_13,CI27781
12057_11,CI26910
12057_12,CI26170
12057_13,CI26217
12058_11,CI23855
12058_12,CI24527
12058_13,CI24530
12060_11,CI24633
12060_12,CI24607
12060_13,CI27414
12062_11,CI24206
12062_12,CI24868
12062_13,CI24917
12064_11,CI26170
12064_12,CI26160
12064_13,CI26217
12066_11,CI23663
12066_12,CI24461
12066_13,CI24917
12070_11,CI23663
12070_12,CI23856
12070_13,CI24917
12079_11,CI23714
12079_12,CI28568
12079_13,CI28582
12080_11,CI24530
12080_12,CI24868
12080_13,CI24968
12090_11,CI26170
12090_12,CI26160
12090_13,CI26174
12091_11,CI25735
12091_12,CI28568
12091_13,CI25298
12093_11,CI28568
12093_12,CI28582
12093_13,CI28567
12095_11,CI26175
12095_12,CI26211
12095_13,CI26217
12096_11,CI23663
12096_12,CI24257
12096_13,CI23855
12099_11,CI23663
12099_12,CI23856
12099_13,CI25732
12101_11,CI27049
12101_12,CI27030
12101_13,CI27031
12105_11,CI23663
12105_12,CI25140
12105_13,CI24968
12110_11,CI24530
12110_12,CI24206
12110_13,CI24868
12112_11,CI27648
12112_12,CI27662
12112_13,CI27669
12122_11,CI26216
12122_12,CI26216
12122_13,CI26902
12125_11,CI23733
12125_12,CI24868
12125_13,CI24917
12130_11,CI26175
12130_12,CI26211
12130_13,CI26174
12131_11,CI26910
12131_12,CI26211
12131_13,CI26221
12133_11,CI26221
12133_12,CI26910
12133_13,CI26902
12137_11,CI26211
12137_12,CI26919
12137_13,CI26911
12139_11,CI23663
12139_12,CI24868
12139_13,CI23855
12142_11,CI26910
12142_12,CI26211
12142_13,CI26221
12143_11,CI26918
12143_12,CI26919
12143_13,CI26217
12144_11,CI23663
12144_12,CI23856
12144_13,CI24968
12145_11,CI23663
12145_12,CI24868
12145_13,CI23855
12146_11,CI26175
12146_12,CI26170
12146_13,CI26174
12147_11,CI23855
12147_12,CI28569
12147_13,CI28567
12148_11,CI26910
12148_12,CI26211
12148_13,CI26217
12149_11,CI26910
12149_12,CI26211
12149_13,CI26217
12151_11,CI24530
12151_12,CI25140
12151_13,CI24968
12152_11,CI26961
12152_12,CI26946
12152_13,CI26939
12154_11,CI26175
12154_12,CI26170
12154_13,CI24917
12157_11,CI27648
12157_12,CI27662
12157_13,CI27662
12158_11,CI26910
12158_12,CI26160
12158_13,CI26902
12161_11,CI26948
12161_12,CI26950
12161_13,CI26939
12166_11,CI24530
12166_12,CI24868
12166_13,CI24917
12171_11,CI23663
12171_12,CI23856
12171_13,CI24917
12176_11,CI23663
12176_12,CI24868
12176_13,CI24917
12177_11,CI26910
12177_12,CI26173
12177_13,CI26217
12178_11,CI26910
12178_12,CI26934
12178_13,CI26221
12179_11,CI26175
12179_12,CI26877
12179_13,CI26217
12182_11,CI23663
12182_12,CI26054
12182_13,CI24917
12184_11,CI26910
12184_12,CI26211
12184_13,CI26902
12185_11,CI23663
12185_12,CI24522
12185_13,CI23855
12186_11,CI23663
12186_12,CI23856
12186_13,CI24968
12187_11,CI24530
12187_12,CI24206
12187_13,CI24917
12189_11,CI26950
12189_12,CI26945
12189_13,CI26953
12191_11,CI23855
12191_12,CI23663
12191_13,CI24917
12193_11,CI23663
12193_12,CI23856
12193_13,CI23855
12196_11,CI23663
12196_12,CI24868
12196_13,CI23662
12197_11,CI23663
12197_12,CI24952
12197_13,CI24968
12198_11,CI24530
12198_12,CI23856
12198_13,CI23855
12201_11,CI23663
12201_12,CI25140
12201_13,CI24917
12204_11,CI24937
12204_12,CI24936
12204_13,CI25052
12206_11,CI23663
12206_12,CI23856
12206_13,CI25732
12213_11,CI26910
12213_12,CI26211
12213_13,CI26221
